2024-03-05 07:30:02,927 INFO    StreamThr :39190 [internal.py:wandb_internal():86] W&B internal server running at pid: 39190, started at: 2024-03-05 07:30:02.927428
2024-03-05 07:30:02,929 DEBUG   HandlerThread:39190 [handler.py:handle_request():146] handle_request: status
2024-03-05 07:30:02,931 INFO    WriterThread:39190 [datastore.py:open_for_write():87] open: /home/sgeisser/git/plr-exercise/wandb/run-20240305_073002-sexm8up9/run-sexm8up9.wandb
2024-03-05 07:30:02,931 DEBUG   SenderThread:39190 [sender.py:send():382] send: header
2024-03-05 07:30:02,931 DEBUG   SenderThread:39190 [sender.py:send():382] send: run
2024-03-05 07:30:03,403 INFO    SenderThread:39190 [dir_watcher.py:__init__():211] watching files in: /home/sgeisser/git/plr-exercise/wandb/run-20240305_073002-sexm8up9/files
2024-03-05 07:30:03,403 INFO    SenderThread:39190 [sender.py:_start_run_threads():1136] run started: sexm8up9 with start time 1709620202.927325
2024-03-05 07:30:03,409 DEBUG   HandlerThread:39190 [handler.py:handle_request():146] handle_request: check_version
2024-03-05 07:30:03,409 DEBUG   SenderThread:39190 [sender.py:send_request():409] send_request: check_version
2024-03-05 07:30:03,568 DEBUG   HandlerThread:39190 [handler.py:handle_request():146] handle_request: run_start
2024-03-05 07:30:03,577 DEBUG   HandlerThread:39190 [system_info.py:__init__():27] System info init
2024-03-05 07:30:03,577 DEBUG   HandlerThread:39190 [system_info.py:__init__():42] System info init done
2024-03-05 07:30:03,577 INFO    HandlerThread:39190 [system_monitor.py:start():194] Starting system monitor
2024-03-05 07:30:03,577 INFO    SystemMonitor:39190 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-05 07:30:03,578 INFO    HandlerThread:39190 [system_monitor.py:probe():214] Collecting system info
2024-03-05 07:30:03,579 INFO    SystemMonitor:39190 [interfaces.py:start():190] Started cpu monitoring
2024-03-05 07:30:03,579 INFO    SystemMonitor:39190 [interfaces.py:start():190] Started disk monitoring
2024-03-05 07:30:03,579 INFO    SystemMonitor:39190 [interfaces.py:start():190] Started gpu monitoring
2024-03-05 07:30:03,580 INFO    SystemMonitor:39190 [interfaces.py:start():190] Started memory monitoring
2024-03-05 07:30:03,581 INFO    SystemMonitor:39190 [interfaces.py:start():190] Started network monitoring
2024-03-05 07:30:03,591 DEBUG   HandlerThread:39190 [system_info.py:probe():151] Probing system
2024-03-05 07:30:03,660 DEBUG   HandlerThread:39190 [system_info.py:_probe_git():136] Probing git
2024-03-05 07:30:03,663 DEBUG   HandlerThread:39190 [system_info.py:_probe_git():144] Probing git done
2024-03-05 07:30:03,663 DEBUG   HandlerThread:39190 [system_info.py:probe():199] Probing system done
2024-03-05 07:30:03,664 DEBUG   HandlerThread:39190 [system_monitor.py:probe():223] {'os': 'Linux-5.15.133.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-03-05T06:30:03.591549', 'startedAt': '2024-03-05T06:30:02.924529', 'docker': None, 'cuda': None, 'args': ('--lr', '0.003', '--epochs', '5'), 'state': 'running', 'program': '/home/sgeisser/git/plr-exercise/scripts/train.py', 'codePathLocal': 'scripts/train.py', 'codePath': 'scripts/train.py', 'git': {'remote': 'git@github.com:sgeisser1/plr-exercise.git', 'commit': 'f6a0d043a53012043eac174f68c26f35fd934577'}, 'email': 'sgeisser@student.ethz.ch', 'root': '/home/sgeisser/git/plr-exercise', 'host': 'DESKTOP-HOME', 'username': 'sgeisser', 'executable': '/usr/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3593.2430000000004, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}, {'current': 3593.243, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 15.092208862304688}}, 'gpu': 'NVIDIA GeForce RTX 3060', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3060', 'memory_total': 12884901888}], 'memory': {'total': 31.316707611083984}}
2024-03-05 07:30:03,664 INFO    HandlerThread:39190 [system_monitor.py:probe():224] Finished collecting system info
2024-03-05 07:30:03,664 INFO    HandlerThread:39190 [system_monitor.py:probe():227] Publishing system info
2024-03-05 07:30:03,664 INFO    HandlerThread:39190 [system_monitor.py:probe():229] Finished publishing system info
2024-03-05 07:30:03,665 DEBUG   SenderThread:39190 [sender.py:send():382] send: files
2024-03-05 07:30:03,665 INFO    SenderThread:39190 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-03-05 07:30:03,668 DEBUG   HandlerThread:39190 [handler.py:handle_request():146] handle_request: python_packages
2024-03-05 07:30:03,668 DEBUG   SenderThread:39190 [sender.py:send_request():409] send_request: python_packages
2024-03-05 07:30:03,670 DEBUG   SenderThread:39190 [sender.py:send():382] send: telemetry
2024-03-05 07:30:03,671 DEBUG   HandlerThread:39190 [handler.py:handle_request():146] handle_request: stop_status
2024-03-05 07:30:03,671 DEBUG   SenderThread:39190 [sender.py:send_request():409] send_request: stop_status
2024-03-05 07:30:03,672 DEBUG   HandlerThread:39190 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-05 07:30:03,991 DEBUG   SenderThread:39190 [sender.py:send():382] send: exit
2024-03-05 07:30:03,991 INFO    SenderThread:39190 [sender.py:send_exit():589] handling exit code: 1
2024-03-05 07:30:03,991 INFO    SenderThread:39190 [sender.py:send_exit():591] handling runtime: 0
2024-03-05 07:30:03,991 INFO    SenderThread:39190 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-05 07:30:03,991 INFO    SenderThread:39190 [sender.py:send_exit():597] send defer
2024-03-05 07:30:03,991 DEBUG   HandlerThread:39190 [handler.py:handle_request():146] handle_request: defer
2024-03-05 07:30:03,991 INFO    HandlerThread:39190 [handler.py:handle_request_defer():172] handle defer: 0
2024-03-05 07:30:03,992 DEBUG   SenderThread:39190 [sender.py:send_request():409] send_request: defer
2024-03-05 07:30:03,992 INFO    SenderThread:39190 [sender.py:send_request_defer():613] handle sender defer: 0
2024-03-05 07:30:03,992 INFO    SenderThread:39190 [sender.py:transition_state():617] send defer: 1
2024-03-05 07:30:03,992 DEBUG   HandlerThread:39190 [handler.py:handle_request():146] handle_request: defer
2024-03-05 07:30:03,992 INFO    HandlerThread:39190 [handler.py:handle_request_defer():172] handle defer: 1
2024-03-05 07:30:03,992 DEBUG   SenderThread:39190 [sender.py:send_request():409] send_request: defer
2024-03-05 07:30:03,992 INFO    SenderThread:39190 [sender.py:send_request_defer():613] handle sender defer: 1
2024-03-05 07:30:03,992 INFO    SenderThread:39190 [sender.py:transition_state():617] send defer: 2
2024-03-05 07:30:03,992 DEBUG   HandlerThread:39190 [handler.py:handle_request():146] handle_request: defer
2024-03-05 07:30:03,992 INFO    HandlerThread:39190 [handler.py:handle_request_defer():172] handle defer: 2
2024-03-05 07:30:03,992 INFO    HandlerThread:39190 [system_monitor.py:finish():203] Stopping system monitor
2024-03-05 07:30:03,992 DEBUG   SystemMonitor:39190 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-03-05 07:30:03,992 DEBUG   SystemMonitor:39190 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-03-05 07:30:03,992 DEBUG   SystemMonitor:39190 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-03-05 07:30:03,993 INFO    HandlerThread:39190 [interfaces.py:finish():202] Joined cpu monitor
2024-03-05 07:30:03,993 INFO    HandlerThread:39190 [interfaces.py:finish():202] Joined disk monitor
2024-03-05 07:30:04,001 INFO    HandlerThread:39190 [interfaces.py:finish():202] Joined gpu monitor
2024-03-05 07:30:04,001 INFO    HandlerThread:39190 [interfaces.py:finish():202] Joined memory monitor
2024-03-05 07:30:04,002 INFO    HandlerThread:39190 [interfaces.py:finish():202] Joined network monitor
2024-03-05 07:30:04,002 DEBUG   SenderThread:39190 [sender.py:send_request():409] send_request: defer
2024-03-05 07:30:04,002 INFO    SenderThread:39190 [sender.py:send_request_defer():613] handle sender defer: 2
2024-03-05 07:30:04,002 INFO    SenderThread:39190 [sender.py:transition_state():617] send defer: 3
2024-03-05 07:30:04,002 DEBUG   HandlerThread:39190 [handler.py:handle_request():146] handle_request: defer
2024-03-05 07:30:04,002 INFO    HandlerThread:39190 [handler.py:handle_request_defer():172] handle defer: 3
2024-03-05 07:30:04,002 DEBUG   SenderThread:39190 [sender.py:send_request():409] send_request: defer
2024-03-05 07:30:04,002 INFO    SenderThread:39190 [sender.py:send_request_defer():613] handle sender defer: 3
2024-03-05 07:30:04,002 INFO    SenderThread:39190 [sender.py:transition_state():617] send defer: 4
2024-03-05 07:30:04,002 DEBUG   HandlerThread:39190 [handler.py:handle_request():146] handle_request: defer
2024-03-05 07:30:04,002 INFO    HandlerThread:39190 [handler.py:handle_request_defer():172] handle defer: 4
2024-03-05 07:30:04,002 DEBUG   SenderThread:39190 [sender.py:send_request():409] send_request: defer
2024-03-05 07:30:04,002 INFO    SenderThread:39190 [sender.py:send_request_defer():613] handle sender defer: 4
2024-03-05 07:30:04,002 INFO    SenderThread:39190 [sender.py:transition_state():617] send defer: 5
2024-03-05 07:30:04,003 DEBUG   HandlerThread:39190 [handler.py:handle_request():146] handle_request: defer
2024-03-05 07:30:04,003 INFO    HandlerThread:39190 [handler.py:handle_request_defer():172] handle defer: 5
2024-03-05 07:30:04,003 DEBUG   SenderThread:39190 [sender.py:send():382] send: summary
2024-03-05 07:30:04,003 INFO    SenderThread:39190 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-03-05 07:30:04,003 DEBUG   SenderThread:39190 [sender.py:send_request():409] send_request: defer
2024-03-05 07:30:04,003 INFO    SenderThread:39190 [sender.py:send_request_defer():613] handle sender defer: 5
